id_vente,id_client,id_produit,date_vente,quantité,montant_total,channel
11088,1742,137,2024-02-05,2,2456,Online
11089,1324,50,2025-04-12,2,1572,Online
11090,3319,79,2024-06-30,1,1393,Online
11091,2074,99,2025-03-07,2,4870,Marketplace
11092,3298,198,2025-01-10,1,24,Marketplace
11093,2378,19,2025-01-18,3,2463,Online
11094,150,123,2024-06-23,1,1371,Marketplace
11095,4058,76,2024-02-03,2,3952,Retail
11096,1679,150,2024-12-14,1,1015,Online
11097,1179,3,2024-08-24,3,2895,Marketplace
11098,3395,45,2024-01-22,3,2505,Retail
11099,4472,52,2024-10-23,3,2451,Marketplace
11100,3138,176,2024-11-08,3,123,Marketplace
11101,1549,46,2024-06-18,3,2415,Retail
11102,1670,151,2024-05-10,2,142,Online
11103,818,3,2024-05-14,1,965,Retail
11104,2732,142,2024-03-26,2,1676,Retail
11105,1383,180,2024-06-25,1,90,Retail
11106,3550,71,2024-01-24,3,3006,Marketplace
11107,41,134,2025-01-22,1,1766,Retail
11108,881,87,2024-10-09,3,5154,Online
11109,2233,123,2024-01-25,3,4113,Retail
11110,4791,199,2024-02-29,3,129,Marketplace
11111,2474,128,2025-01-16,1,1734,Online
11112,18,29,2024-07-02,2,954,Online
11113,2857,143,2024-01-08,3,1257,Retail
11114,1984,88,2024-12-11,1,914,Marketplace
11115,2235,5,2025-01-01,2,962,Online
11116,3290,33,2025-04-10,3,1242,Online
11117,2087,150,2024-02-06,2,2030,Online
11118,3375,42,2024-06-04,1,577,Marketplace
11119,2624,121,2024-12-20,1,1895,Marketplace
11120,1796,5,2024-12-24,3,1443,Retail
11121,1461,61,2024-05-26,3,2613,Marketplace
11122,4913,60,2025-04-20,1,1276,Retail
11123,108,90,2025-03-09,2,2972,Marketplace
11124,2077,190,2024-01-14,1,102,Retail
11125,3716,74,2024-05-24,1,2306,Retail
11126,2265,54,2024-03-11,3,3585,Marketplace
11127,1944,14,2025-04-20,3,1281,Retail
11128,3279,28,2024-09-27,3,3024,Retail
11129,1522,199,2024-08-19,2,86,Marketplace
11130,1450,197,2024-01-10,3,264,Retail
11131,4490,72,2024-11-27,1,1095,Retail
11132,1356,182,2024-03-19,1,82,Marketplace
11133,3194,125,2024-03-03,2,1548,Marketplace
11134,4399,174,2024-01-21,1,31,Retail
11135,14,174,2024-03-23,2,62,Online
11136,3835,79,2024-10-27,3,4179,Retail
11137,4976,80,2024-08-10,1,2221,Retail
11138,2933,133,2025-03-19,1,669,Online
11139,2607,111,2024-11-14,3,4698,Online
11140,3844,145,2024-06-23,1,1446,Retail
11141,1932,78,2024-03-01,1,1411,Marketplace
11142,1109,83,2024-12-09,1,872,Marketplace
11143,1960,57,2024-09-12,1,1514,Retail
11144,14,55,2024-09-29,2,3316,Marketplace
11145,2527,113,2025-04-04,1,1331,Retail
11146,3832,94,2025-01-25,1,1994,Marketplace
11147,4509,197,2024-08-23,2,176,Online
11148,1625,109,2024-08-27,2,3968,Online
11149,1134,38,2024-01-19,2,642,Retail
11150,2649,170,2024-04-27,1,43,Online
11151,204,3,2024-01-04,1,965,Online
11152,2758,96,2025-05-01,1,861,Marketplace
11153,3406,137,2024-05-19,3,3684,Marketplace
11154,551,48,2024-04-07,2,1648,Online
11155,823,53,2024-07-01,1,1030,Online
11156,3397,59,2024-09-14,3,6423,Online
11157,2382,36,2024-10-03,3,1317,Retail
11158,1294,114,2024-03-13,2,2466,Marketplace
11159,3542,81,2024-04-11,3,3459,Online
11160,2480,10,2025-03-28,2,1262,Online
11161,4858,134,2025-03-26,1,1766,Retail
11162,1691,187,2024-11-24,1,99,Retail
11163,4657,17,2024-03-01,2,1140,Online
11164,2915,136,2025-02-24,1,749,Marketplace
11165,2807,74,2024-04-10,3,6918,Retail
11166,3540,112,2024-09-11,2,1080,Online
11167,3285,122,2024-06-05,1,1024,Marketplace
11168,1604,120,2024-06-17,3,2070,Online
11169,2470,9,2024-06-15,3,2814,Online
11170,4220,177,2025-01-21,1,128,Retail
11171,1742,136,2024-03-12,1,749,Marketplace
11172,1773,32,2025-03-01,3,3576,Marketplace
11173,2630,6,2025-01-06,3,3378,Online
11174,4880,145,2024-08-16,3,4338,Retail
11175,1735,105,2024-12-30,3,4101,Marketplace
11176,3329,86,2024-06-30,3,2472,Marketplace
11177,2583,106,2024-10-08,2,2396,Online
11178,1813,34,2024-06-26,3,3453,Online
11179,4977,94,2024-09-11,1,1994,Online
11180,3175,104,2024-05-30,3,4677,Online
11181,2363,65,2024-02-15,2,3626,Online
11182,626,40,2024-06-14,1,422,Marketplace
11183,1275,193,2024-06-06,1,84,Marketplace
11184,4121,144,2024-04-14,2,2076,Online
11185,2737,137,2024-01-08,2,2456,Online
11186,1613,69,2024-03-13,2,4234,Marketplace
11187,172,142,2025-05-05,3,2514,Online
11188,2207,165,2024-10-19,3,249,Online
11189,838,8,2025-03-19,2,756,Online
11190,2837,68,2024-03-05,3,7197,Marketplace
11191,3252,111,2024-04-12,3,4698,Marketplace
11192,1370,145,2024-08-25,2,2892,Online
11193,608,49,2024-04-05,3,1557,Marketplace
11194,2567,44,2025-04-26,2,1026,Marketplace
11195,3175,188,2024-09-06,1,68,Marketplace
11196,3941,172,2024-11-08,3,438,Marketplace
11197,2505,77,2024-07-18,2,2326,Marketplace
11198,1524,85,2024-07-16,3,4743,Retail
11199,3346,67,2024-12-29,3,3720,Online
11200,730,89,2024-12-19,1,2395,Online
11201,1808,1,2024-03-08,1,328,Marketplace
11202,4596,97,2025-01-12,3,3894,Retail
11203,1105,44,2025-02-19,3,1539,Online
11204,10,121,2024-03-28,2,3790,Retail
11205,3965,45,2024-03-02,2,1670,Retail
11206,3153,2,2024-02-06,3,2724,Marketplace
11207,2320,18,2024-11-15,3,1539,Online
11208,2883,184,2024-03-02,3,303,Marketplace
11209,3766,122,2024-06-30,3,3072,Marketplace
11210,3407,109,2025-01-13,1,1984,Online
11211,4463,163,2024-05-24,1,75,Retail
11212,1231,178,2024-07-22,2,238,Online
11213,4223,14,2025-03-26,2,854,Online
11214,4111,145,2024-08-22,1,1446,Retail
11215,3310,60,2024-02-06,2,2552,Marketplace
11216,89,121,2024-10-16,1,1895,Marketplace
11217,573,61,2024-12-10,2,1742,Marketplace
11218,1391,45,2024-11-13,3,2505,Online
11219,2764,63,2025-05-03,1,1349,Marketplace
11220,4908,124,2024-01-24,3,4989,Retail
11221,2745,79,2025-02-11,3,4179,Online
11222,4657,95,2024-01-08,2,3504,Online
11223,1824,72,2024-05-26,1,1095,Retail
11224,3954,151,2025-01-12,3,213,Retail
11225,584,96,2024-02-10,3,2583,Online
11226,1125,112,2024-08-28,1,540,Online
11227,1139,105,2025-04-07,1,1367,Online
11228,2971,74,2024-11-22,3,6918,Retail
11229,798,76,2024-12-21,2,3952,Retail
11230,4855,190,2024-11-16,1,102,Online
11231,3807,200,2024-03-19,1,55,Online
11232,375,146,2025-02-08,1,1746,Online
11233,3045,87,2025-01-11,1,1718,Retail
11234,1824,105,2024-04-24,1,1367,Retail
11235,2944,41,2024-02-04,3,2076,Online
11236,983,132,2025-05-05,3,3354,Online
11237,4773,88,2024-09-11,3,2742,Retail
11238,1996,125,2024-10-04,2,1548,Retail
11239,4929,86,2024-03-21,2,1648,Marketplace
11240,3833,183,2024-07-18,3,132,Marketplace
11241,1282,53,2024-05-05,3,3090,Marketplace
11242,4517,182,2024-12-31,1,82,Marketplace
11243,1067,156,2024-10-30,1,149,Marketplace
11244,2696,19,2024-02-23,2,1642,Marketplace
11245,2132,146,2025-02-11,2,3492,Retail
11246,2776,184,2024-08-23,2,202,Marketplace
11247,194,90,2025-04-04,1,1486,Marketplace
11248,191,86,2024-07-14,1,824,Retail
11249,2535,18,2024-12-12,1,513,Retail
11250,2448,189,2025-02-18,3,69,Retail
11251,1011,59,2024-10-27,3,6423,Retail
11252,3597,34,2024-03-13,3,3453,Online
11253,4835,66,2024-09-20,1,2242,Online
11254,1708,68,2024-01-06,1,2399,Online
11255,2226,81,2024-05-01,3,3459,Retail
11256,4793,144,2024-03-02,1,1038,Marketplace
11257,4745,115,2024-12-27,1,861,Retail
11258,619,25,2024-12-24,1,345,Retail
11259,4841,197,2024-07-29,2,176,Online
11260,174,30,2024-11-16,1,1081,Marketplace
11261,3724,84,2025-01-20,1,1876,Marketplace
11262,2784,170,2024-01-28,3,129,Marketplace
11263,1959,50,2025-03-09,2,1572,Online
11264,794,137,2025-02-26,2,2456,Retail
11265,4673,72,2024-10-12,1,1095,Retail
11266,1164,87,2024-12-27,1,1718,Retail
11267,2161,187,2025-01-25,2,198,Online
11268,709,15,2024-12-11,2,1746,Marketplace
11269,1746,28,2024-12-16,3,3024,Marketplace
11270,2237,121,2025-03-01,1,1895,Online
11271,4311,153,2025-01-27,3,309,Marketplace
11272,3505,138,2024-04-29,1,984,Online
11273,4145,83,2024-02-23,1,872,Online
11274,115,182,2025-04-05,2,164,Retail
11275,3955,115,2024-12-30,2,1722,Retail
11276,627,137,2024-01-20,2,2456,Online
11277,3367,199,2025-04-19,2,86,Online
11278,3395,101,2025-03-12,1,1994,Retail
11279,4924,36,2024-05-17,2,878,Online
11280,2674,2,2024-03-06,3,2724,Marketplace
11281,1724,163,2024-09-26,3,225,Marketplace
11282,3536,40,2024-04-29,1,422,Marketplace
11283,4236,38,2024-02-07,2,642,Online
11284,2318,124,2025-02-07,2,3326,Marketplace
11285,3554,32,2024-07-29,3,3576,Retail
11286,3923,11,2024-02-24,2,1284,Online
11287,481,62,2025-02-09,1,1722,Online
11288,1457,134,2025-03-02,1,1766,Retail
11289,828,132,2025-04-26,3,3354,Marketplace
11290,2793,181,2024-12-16,3,393,Online
11291,4514,169,2024-07-07,1,123,Retail
11292,990,86,2025-02-27,1,824,Online
11293,2337,127,2024-07-15,1,667,Online
11294,1568,75,2025-01-27,1,2324,Retail
11295,2048,105,2025-03-31,2,2734,Marketplace
11296,4851,45,2025-05-12,3,2505,Marketplace
11297,1336,32,2024-09-18,3,3576,Retail
11298,798,104,2025-02-05,1,1559,Marketplace
11299,4407,145,2024-02-28,1,1446,Online
11300,1986,1,2024-06-21,3,984,Marketplace
11301,669,10,2024-07-23,1,631,Marketplace
11302,3238,146,2024-01-26,2,3492,Online
11303,779,156,2024-07-22,2,298,Retail
11304,1476,186,2024-08-25,3,444,Retail
11305,4545,15,2024-10-11,3,2619,Marketplace
11306,4200,196,2025-01-29,2,88,Retail
11307,735,198,2024-10-06,2,48,Online
11308,1629,129,2025-03-08,3,3042,Retail
11309,2517,89,2024-09-12,1,2395,Retail
11310,375,132,2024-06-27,2,2236,Online
11311,2094,194,2024-08-30,1,89,Online
11312,4545,43,2024-01-16,1,1148,Online
11313,1349,195,2025-04-27,3,399,Online
11314,932,113,2024-12-26,1,1331,Online
11315,2442,129,2025-03-05,3,3042,Retail
11316,2549,64,2024-11-18,1,840,Online
11317,2465,158,2025-01-12,3,201,Online
11318,2245,55,2025-01-24,1,1658,Marketplace
11319,3128,135,2024-10-17,2,3180,Marketplace
11320,4823,160,2024-05-31,3,213,Online
11321,4609,165,2024-07-30,2,166,Online
11322,4749,179,2025-04-22,2,50,Online
11323,750,35,2024-10-29,1,850,Marketplace
11324,4309,23,2025-01-03,2,2226,Retail
11325,1853,114,2024-05-06,3,3699,Marketplace
11326,60,123,2024-02-01,2,2742,Marketplace
11327,2983,199,2024-02-15,1,43,Retail
11328,1623,78,2024-11-18,1,1411,Online
11329,216,143,2024-08-14,1,419,Marketplace
11330,578,129,2024-09-01,2,2028,Online
11331,871,145,2024-07-17,2,2892,Retail
11332,3293,190,2024-10-11,3,306,Retail
11333,3390,155,2024-06-08,2,268,Retail
11334,1110,40,2025-02-11,3,1266,Retail
11335,4910,166,2024-09-24,1,123,Marketplace
11336,4350,164,2024-06-07,1,24,Retail
11337,4194,186,2024-02-24,1,148,Retail
11338,4703,180,2024-07-20,2,180,Retail
11339,1855,56,2025-02-03,1,1916,Marketplace
11340,2098,102,2024-01-29,2,1502,Marketplace
11341,3604,193,2024-03-13,2,168,Marketplace
11342,3779,171,2024-03-28,2,116,Online
11343,4676,152,2024-07-28,1,52,Online
11344,3308,71,2024-03-19,3,3006,Online
11345,4776,176,2024-02-08,3,123,Marketplace
11346,2233,5,2024-10-26,1,481,Retail
11347,898,176,2024-09-01,2,82,Retail
11348,1291,64,2025-03-18,3,2520,Online
11349,235,99,2024-02-02,1,2435,Marketplace
11350,3198,112,2024-08-04,1,540,Retail
11351,1989,94,2025-02-22,2,3988,Marketplace
11352,819,41,2024-12-23,1,692,Retail
11353,4545,116,2024-10-21,2,1338,Online
11354,4208,31,2025-04-26,2,1642,Marketplace
11355,418,140,2025-02-17,3,4140,Marketplace
11356,323,17,2025-02-02,2,1140,Marketplace
11357,3741,154,2024-02-15,3,264,Online
11358,2603,178,2024-07-17,2,238,Marketplace
11359,2280,126,2024-02-21,2,2246,Retail
11360,2585,83,2024-07-21,2,1744,Marketplace
11361,3749,122,2024-02-18,2,2048,Marketplace
11362,919,181,2025-05-12,2,262,Online
11363,1150,141,2024-01-20,1,1452,Marketplace
11364,857,144,2024-09-24,1,1038,Retail
11365,145,38,2024-12-20,3,963,Marketplace
11366,4313,127,2025-01-28,3,2001,Retail
11367,3009,8,2024-10-18,1,378,Marketplace
11368,4831,152,2025-02-17,2,104,Online
11369,1495,156,2024-07-04,2,298,Retail
11370,1125,152,2024-06-25,2,104,Marketplace
11371,641,100,2024-06-27,2,3490,Online
11372,1947,11,2024-04-06,3,1926,Marketplace
11373,4205,164,2024-11-26,3,72,Marketplace
11374,387,101,2025-03-06,3,5982,Retail
11375,538,134,2024-09-15,2,3532,Marketplace
11376,4232,20,2025-01-14,3,2844,Online
11377,2072,101,2024-04-14,1,1994,Marketplace
11378,1320,200,2024-10-30,1,55,Retail
11379,4064,68,2024-10-03,3,7197,Marketplace
11380,1072,96,2025-02-27,1,861,Online
11381,28,124,2024-02-03,3,4989,Retail
11382,1795,74,2025-04-06,1,2306,Retail
11383,4631,95,2025-02-27,3,5256,Online
11384,4630,18,2024-01-08,1,513,Marketplace
11385,389,139,2024-05-06,1,1497,Marketplace
11386,2824,77,2024-10-10,2,2326,Marketplace
11387,4647,182,2024-12-04,3,246,Online
11388,2491,27,2024-01-22,1,975,Marketplace
11389,2727,57,2025-01-11,2,3028,Online
11390,2884,47,2024-08-18,1,753,Retail
11391,306,154,2024-12-10,2,176,Retail
11392,381,188,2024-11-08,3,204,Marketplace
11393,462,116,2024-03-14,3,2007,Retail
11394,4931,142,2024-10-15,2,1676,Online
11395,3203,115,2024-04-08,2,1722,Marketplace
11396,558,193,2025-02-02,3,252,Retail
11397,913,144,2024-09-21,3,3114,Online
11398,3441,38,2025-03-27,3,963,Marketplace
11399,4431,41,2024-04-06,3,2076,Marketplace
11400,3347,146,2024-10-27,1,1746,Marketplace
11401,3384,67,2024-12-24,1,1240,Online
11402,3647,13,2024-12-09,2,2296,Marketplace
11403,3731,106,2025-04-14,1,1198,Retail
11404,2608,150,2024-04-04,2,2030,Retail
11405,4674,43,2024-12-27,2,2296,Marketplace
11406,1474,86,2024-12-18,3,2472,Marketplace
11407,814,16,2024-07-02,3,2406,Marketplace
11408,4426,92,2024-11-19,3,6831,Retail
11409,4423,39,2024-10-05,2,2250,Retail
11410,2170,200,2024-02-19,1,55,Retail
11411,2113,94,2024-06-16,1,1994,Online
11412,3870,124,2024-01-19,2,3326,Marketplace
11413,4369,140,2025-02-15,1,1380,Marketplace
11414,2769,136,2024-01-21,2,1498,Marketplace
11415,1336,166,2024-05-15,2,246,Marketplace
11416,659,37,2024-10-05,3,2292,Retail
11417,4397,60,2024-09-29,3,3828,Retail
11418,3621,125,2024-09-21,2,1548,Retail
11419,3015,88,2025-03-18,3,2742,Online
11420,1850,37,2025-03-30,1,764,Retail
11421,4727,165,2024-04-12,1,83,Retail
11422,510,184,2024-08-12,2,202,Marketplace
11423,662,54,2024-06-01,3,3585,Online
11424,830,194,2024-05-03,1,89,Marketplace
11425,4407,155,2025-03-15,3,402,Marketplace
11426,4523,51,2025-03-30,1,1314,Retail
11427,4472,31,2024-12-05,1,821,Online
11428,137,12,2024-05-29,2,1900,Marketplace
11429,2556,195,2024-08-31,1,133,Retail
11430,1606,100,2025-02-11,2,3490,Marketplace
11431,1516,46,2024-04-20,2,1610,Marketplace
11432,1332,49,2024-09-03,3,1557,Online
11433,389,157,2024-09-13,1,125,Retail
11434,95,170,2024-05-03,3,129,Marketplace
11435,2431,180,2024-06-07,2,180,Marketplace
11436,4097,154,2024-05-25,3,264,Online
11437,515,68,2025-05-14,1,2399,Retail
11438,4865,188,2024-06-13,1,68,Marketplace
11439,3171,124,2024-10-14,3,4989,Marketplace
11440,3991,190,2024-08-23,1,102,Retail
11441,1542,156,2024-01-30,3,447,Marketplace
11442,25,144,2024-10-20,3,3114,Retail
11443,4679,2,2024-11-08,1,908,Retail
11444,4104,180,2025-03-08,3,270,Marketplace
11445,3653,28,2024-08-02,2,2016,Online
11446,158,97,2024-11-01,2,2596,Retail
11447,968,143,2024-02-17,2,838,Online
11448,2877,29,2024-07-25,1,477,Retail
11449,2610,12,2024-09-04,1,950,Retail
11450,1090,82,2024-02-05,2,3784,Online
11451,4875,148,2024-01-18,3,4212,Online
11452,212,62,2024-06-26,3,5166,Marketplace
11453,2814,141,2024-07-10,3,4356,Online
11454,449,81,2025-01-26,1,1153,Marketplace
11455,2247,83,2024-02-07,2,1744,Marketplace
11456,3132,41,2024-12-14,2,1384,Online
11457,3067,83,2025-01-07,1,872,Marketplace
11458,4071,145,2024-07-09,1,1446,Marketplace
11459,1536,12,2024-01-12,1,950,Online
11460,3695,60,2024-06-12,1,1276,Retail
11461,1466,128,2025-02-25,3,5202,Retail
11462,4624,10,2024-12-24,1,631,Online
11463,1589,147,2024-08-23,2,3112,Online
11464,1859,66,2024-11-24,1,2242,Marketplace
11465,3215,174,2024-12-25,3,93,Retail
11466,3739,146,2024-04-04,1,1746,Online
11467,1774,2,2024-03-19,3,2724,Retail
11468,4256,26,2024-11-07,2,1132,Online
11469,1864,58,2024-11-27,1,880,Marketplace
11470,2996,149,2024-08-03,2,3122,Marketplace
11471,2220,57,2025-04-23,2,3028,Marketplace
11472,4468,6,2024-06-15,2,2252,Online
11473,2272,89,2024-02-29,1,2395,Marketplace
11474,2318,150,2024-03-20,3,3045,Marketplace
11475,4601,167,2024-11-05,3,144,Retail
11476,289,37,2025-03-30,3,2292,Marketplace
11477,2941,70,2024-08-31,2,3576,Retail
11478,3582,115,2025-02-10,2,1722,Marketplace
11479,2776,28,2024-12-12,3,3024,Retail
11480,4499,153,2024-07-09,2,206,Marketplace
11481,3004,9,2024-02-14,2,1876,Retail
11482,1471,185,2024-05-21,3,342,Online
11483,4652,153,2024-05-03,2,206,Marketplace
11484,4409,141,2024-12-14,2,2904,Online
11485,4584,195,2025-05-02,3,399,Marketplace
11486,3265,65,2024-06-26,1,1813,Online
11487,4272,121,2024-09-08,1,1895,Online
11488,884,3,2024-02-14,2,1930,Retail
11489,3937,97,2024-09-28,2,2596,Marketplace
11490,2127,129,2024-11-17,1,1014,Online
11491,2332,52,2024-10-13,2,1634,Marketplace
11492,3975,54,2024-08-13,3,3585,Marketplace
11493,3339,39,2025-02-02,2,2250,Online
11494,3652,192,2024-12-03,3,306,Retail
11495,150,125,2024-04-08,1,774,Online
11496,4399,197,2024-08-12,3,264,Online
11497,3986,16,2025-03-23,2,1604,Retail
11498,449,136,2025-03-23,2,1498,Marketplace
11499,4419,126,2024-09-15,3,3369,Retail
11500,3130,90,2024-08-12,3,4458,Retail
11501,2317,71,2025-01-08,3,3006,Online
11502,2708,117,2024-12-17,1,590,Retail
11503,2658,151,2024-08-28,1,71,Retail
11504,3305,114,2024-03-30,2,2466,Online
11505,3320,120,2024-04-17,1,690,Marketplace
11506,2708,119,2024-02-17,2,3206,Retail
11507,3316,181,2025-03-15,3,393,Marketplace
11508,2836,168,2024-04-29,1,43,Online
11509,522,143,2024-05-30,1,419,Online
11510,1913,73,2024-12-30,3,5259,Retail
11511,4111,175,2024-11-24,1,106,Marketplace
11512,385,193,2024-09-29,3,252,Retail
11513,3524,48,2024-12-04,3,2472,Retail
11514,2580,9,2025-02-07,2,1876,Online
11515,2077,158,2024-08-11,3,201,Marketplace
11516,840,109,2024-09-10,1,1984,Online
11517,2867,188,2024-10-17,3,204,Online
11518,3398,47,2024-08-25,3,2259,Online
11519,2743,62,2024-07-08,1,1722,Retail
11520,1508,187,2024-07-17,1,99,Marketplace
11521,1096,133,2024-05-14,1,669,Marketplace
11522,2744,149,2024-03-19,2,3122,Retail
11523,4925,42,2024-07-03,3,1731,Retail
11524,4598,114,2024-08-19,2,2466,Online
11525,940,83,2024-07-13,2,1744,Retail
11526,1144,171,2024-01-03,1,58,Online
11527,3794,96,2025-01-01,1,861,Online
11528,1756,115,2024-11-30,1,861,Online
11529,412,176,2024-01-31,3,123,Online
11530,2278,98,2024-11-03,1,1953,Retail
11531,262,46,2025-01-03,1,805,Retail
11532,3628,12,2025-05-13,2,1900,Retail
11533,2727,176,2024-07-03,2,82,Marketplace
11534,3981,176,2024-05-06,3,123,Marketplace
11535,1775,13,2024-03-17,3,3444,Retail
11536,1876,198,2025-03-28,1,24,Retail
11537,1543,154,2024-03-06,1,88,Retail
11538,544,96,2024-10-08,3,2583,Retail
11539,3407,167,2024-07-18,1,48,Retail
11540,2152,17,2024-11-15,3,1710,Retail
11541,2936,117,2024-10-27,1,590,Retail
11542,82,125,2024-09-25,3,2322,Marketplace
11543,4919,40,2024-09-21,2,844,Marketplace
11544,1133,83,2024-10-22,1,872,Marketplace
11545,4182,128,2024-05-19,2,3468,Marketplace
11546,1161,84,2024-08-30,2,3752,Online
11547,1553,58,2024-08-26,3,2640,Online
11548,1177,168,2024-05-12,3,129,Marketplace
11549,4999,94,2024-09-25,2,3988,Marketplace
11550,4620,146,2024-10-04,2,3492,Retail
11551,239,130,2024-11-04,3,5358,Online
11552,3271,37,2025-04-21,2,1528,Online
11553,2433,133,2024-08-27,3,2007,Retail
11554,448,163,2025-02-21,1,75,Marketplace
11555,3488,132,2024-05-28,1,1118,Marketplace
11556,2717,105,2024-09-14,3,4101,Retail
11557,4836,108,2024-10-10,3,2757,Marketplace
11558,2193,28,2024-05-17,1,1008,Marketplace
11559,1987,92,2024-02-12,2,4554,Online
11560,4342,27,2024-12-16,3,2925,Marketplace
11561,352,117,2024-10-23,1,590,Online
11562,2505,197,2024-10-26,2,176,Online
11563,4646,52,2025-02-27,3,2451,Online
11564,4225,66,2024-02-17,3,6726,Retail
11565,1174,66,2024-03-11,1,2242,Online
11566,607,160,2024-06-23,1,71,Retail
11567,1135,126,2024-11-26,1,1123,Retail
11568,2900,108,2024-02-10,3,2757,Online
11569,4175,22,2024-05-22,2,1784,Online
11570,2382,76,2025-03-06,2,3952,Online
11571,3177,22,2024-12-08,3,2676,Marketplace
11572,1884,185,2024-09-07,1,114,Online
11573,4403,138,2025-03-16,1,984,Marketplace
11574,3901,116,2024-07-09,2,1338,Online
11575,442,113,2025-01-19,3,3993,Online
11576,1442,185,2024-03-22,1,114,Retail
11577,218,29,2024-08-31,2,954,Online
11578,3804,186,2024-09-17,2,296,Retail
11579,1965,198,2024-03-23,2,48,Marketplace
11580,2102,8,2025-03-26,2,756,Retail
11581,3459,55,2024-05-19,2,3316,Retail
11582,636,141,2025-02-01,1,1452,Online
11583,1150,43,2024-04-21,1,1148,Online
11584,2900,56,2025-02-19,3,5748,Marketplace
11585,3659,165,2025-01-01,1,83,Marketplace
11586,1935,69,2024-01-29,2,4234,Retail
11587,4490,74,2024-06-24,2,4612,Retail
11588,633,44,2024-11-13,1,513,Marketplace
11589,2275,108,2025-01-25,3,2757,Marketplace
11590,3438,95,2024-10-06,3,5256,Online
11591,2224,121,2024-04-15,1,1895,Online
11592,655,61,2024-03-17,1,871,Marketplace
11593,4108,128,2024-09-13,2,3468,Retail
11594,1602,8,2025-01-11,3,1134,Retail
11595,1688,23,2024-01-11,1,1113,Marketplace
11596,979,81,2024-05-16,3,3459,Online
11597,2703,185,2024-08-27,1,114,Online
11598,3380,106,2024-08-18,3,3594,Online
11599,4082,67,2025-03-01,2,2480,Retail
11600,1528,129,2025-03-06,3,3042,Marketplace
11601,2815,25,2024-06-02,2,690,Retail
11602,2670,9,2024-11-30,2,1876,Retail
11603,569,73,2024-02-22,2,3506,Online
11604,3063,167,2025-02-17,1,48,Retail
11605,4313,63,2025-03-02,2,2698,Marketplace
11606,960,39,2024-12-10,1,1125,Online
11607,2446,107,2024-03-21,1,645,Marketplace
11608,2600,29,2024-11-03,2,954,Retail
11609,1891,172,2024-10-19,2,292,Marketplace
11610,4329,105,2024-05-26,2,2734,Marketplace
11611,1751,118,2024-12-28,3,2085,Online
11612,4691,43,2024-01-08,1,1148,Online
11613,4545,184,2024-12-13,2,202,Marketplace
11614,3902,159,2024-03-10,3,66,Marketplace
11615,1536,73,2024-12-21,1,1753,Marketplace
11616,283,77,2025-03-05,2,2326,Online
11617,582,141,2024-11-06,2,2904,Online
11618,2505,56,2024-04-04,2,3832,Online
11619,55,86,2024-03-29,3,2472,Online
11620,3596,140,2025-02-20,3,4140,Online
11621,4484,58,2024-01-16,3,2640,Marketplace
11622,3562,15,2025-05-14,1,873,Marketplace
11623,2520,114,2024-10-18,3,3699,Marketplace
11624,3103,165,2024-11-28,1,83,Retail
11625,4742,146,2024-12-29,2,3492,Retail
11626,959,152,2024-10-15,1,52,Marketplace
11627,2189,189,2024-04-22,3,69,Retail
11628,1964,199,2024-06-25,3,129,Marketplace
11629,1548,77,2024-10-24,1,1163,Marketplace
11630,1411,57,2024-02-07,1,1514,Online
11631,4168,100,2024-08-29,1,1745,Online
11632,362,30,2025-05-06,3,3243,Online
11633,4404,70,2025-03-22,1,1788,Online
11634,1048,2,2024-01-29,1,908,Marketplace
11635,1076,28,2025-01-18,1,1008,Online
11636,4439,87,2024-10-27,1,1718,Online
11637,2944,154,2024-07-15,3,264,Online
11638,4680,52,2024-09-27,3,2451,Online
11639,3479,154,2024-07-15,2,176,Online
11640,955,144,2025-03-03,2,2076,Online
11641,2343,156,2024-08-28,1,149,Retail
11642,2160,36,2025-02-18,1,439,Marketplace
11643,4631,97,2024-11-10,2,2596,Retail
11644,998,105,2025-04-08,1,1367,Marketplace
11645,4651,148,2024-01-23,1,1404,Marketplace
11646,2656,133,2024-01-30,2,1338,Retail
11647,4219,162,2024-09-28,2,208,Retail
11648,4118,137,2024-07-05,3,3684,Marketplace
11649,3520,136,2025-02-02,3,2247,Online
11650,3809,35,2025-04-30,1,850,Online
11651,3480,101,2024-01-11,1,1994,Online
11652,436,28,2024-03-19,2,2016,Retail
11653,2788,195,2024-01-08,2,266,Marketplace
11654,1038,182,2025-01-14,1,82,Marketplace
11655,2863,37,2024-03-20,1,764,Marketplace
11656,3502,39,2024-11-07,1,1125,Marketplace
11657,2572,155,2024-08-08,3,402,Marketplace
11658,4398,142,2024-07-31,2,1676,Marketplace
11659,3249,161,2025-01-30,2,114,Retail
11660,2084,190,2024-07-29,3,306,Retail
11661,2278,104,2024-03-25,1,1559,Retail
11662,2499,121,2024-01-05,3,5685,Online
11663,111,71,2025-03-04,1,1002,Retail
11664,1735,155,2025-01-24,1,134,Marketplace
11665,1568,139,2024-08-17,2,2994,Retail
11666,4007,95,2025-01-09,2,3504,Online
11667,3889,179,2024-05-03,1,25,Retail
11668,1561,173,2025-05-05,1,137,Online
11669,2664,97,2025-03-09,1,1298,Retail
11670,4442,133,2024-12-19,3,2007,Online
11671,3940,93,2024-08-06,1,1538,Online
11672,1158,3,2025-03-21,3,2895,Online
11673,1928,159,2024-05-17,3,66,Marketplace
